REGION,DIVISION,STATEFP,STATENS,GEOID,GEOIDFQ,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,RegionID,SizeRank,RegionType,StateName,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022,30/04/2022,31/05/2022,30/06/2022,31/07/2022,31/08/2022,30/09/2022,31/10/2022,30/11/2022,31/12/2022,31/01/2023,28/02/2023,31/03/2023,30/04/2023,31/05/2023,30/06/2023,31/07/2023,31/08/2023,30/09/2023,31/10/2023,30/11/2023,31/12/2023,31/01/2024,29/02/2024,31/03/2024,30/04/2024,31/05/2024,30/06/2024,31/07/2024,31/08/2024,30/09/2024,31/10/2024,30/11/2024,31/12/2024,31/01/2025,28/02/2025
1,1,9,1779780,9,0400000US09,CT,Connecticut,0,G4000,A,12541750274,1816364426,41.5798637,-72.7466572,11,28,state,,201432.7616,200521.6365,199493.3019,198444.6044,196803.9528,195020.7565,193195.1108,191751.8571,190551.0817,189676.7022,188707.8004,187914.9251,187136.9802,186693.7193,186567.9043,187028.2433,187424.6917,187639.0846,187181.9657,186385.8128,185340.7798,183832.4734,182069.1547,180204.2824,178974.7794,178178.9323,177444.3117,176532.9318,175456.5478,174557.0961,173505.514,172256.4672,170912.055,169550.1584,168346.6833,167076.4257,165949.9368,165283.3213,165171.4693,165421.5605,165569.5582,165449.0478,165122.3195,164538.0233,163964.0723,163331.0316,162899.7202,162534.1852,162297.6566,162099.4325,161707.2842,161502.9725,161537.4461,161793.626,162008.2232,162246.614,162580.0325,162978.3288,163258.4051,163552.1522,163582.6099,163422.5377,163194.8643,163358.0727,163961.3335,164417.0829,164682.9454,164506.4291,164210.042,163631.4304,163310.1142,163158.9656,162996.6101,162630.6757,162411.0176,162471.2871,162729.7236,162978.8047,163404.715,163857.5262,164297.7343,164734.5113,164991.8608,165059.7949,165004.2999,164777.7052,164631.1605,164567.265,164893.5092,165302.1005,165474.7097,165555.8929,165587.8064,165848.1637,166174.8729,166707.468,166998.5675,167171.4839,167395.5973,167903.9458,168441.8361,168948.2085,169514.788,169975.5807,170279.8783,170596.5195,171199.2418,171959.1617,172586.1657,172948.0612,173291.1538,173362.2329,173400.982,173217.7234,173405.783,173729.2529,174190.444,174489.4092,174771.6967,175027.0062,175394.1058,175926.7144,176455.6021,176845.225,176963.978,177111.3339,177314.8701,177591.9465,177690.9556,177896.5144,178445.3548,179381.1866,181147.2115,183404.0826,,188935.5614,190521.9861,191110.5031,190627.7846,190261.1386,190498.2273,192106.0598,194765.826,197811.3437,200693.2329,203464.4786,206322.7837,209315.0236,212635.747,216103.0389,218945.9273,220550.771,220729.1608,220673.3813,220891.358,221957.3343,224363.0078,227828.679,231812.3983,235677.2503,239253.3829,242491.4282,244700.2204,245604.3436,245834.8719,246216.5559,247193.9399,248102.7689,248384.7519,248691.0596,249652.8595,251756.8629,254533.5278,257745.0012,261536.0597,265752.8168,269731.8865,272901.114,275170.5219,276895.2236,278363.7321,279966.7253,282172.4048,284537.5886,286644.3459,288103.3745,289653.0548,291454.5288,293512.0371,295058.8462,296059.2646,296928.6157,297872.8617,298886.668
3,5,10,1779781,10,0400000US10,DE,Delaware,0,G4000,A,5046703781,1399207462,38.9985661,-75.441644,13,45,state,,177504.0725,176732.332,175868.9561,174832.552,173461.846,172012.2467,170811.3925,170074.3195,169595.5122,169210.0005,168768.05,168239.9076,167935.8831,167760.0045,167605.8636,167183.9819,166803.0243,166484.9852,166142.5493,165311.2947,164239.3988,162679.8614,161036.6716,159477.2747,158167.5508,157098.8194,155918.3875,154591.3669,152797.7145,151075.5989,149561.189,148313.9313,146901.3987,145456.369,144355.5791,143302.0933,142225.7643,141136.9213,140225.3392,139239.0056,138440.8672,137925.4116,137885.7577,137448.2209,136729.2457,135635.6256,134995.8106,134351.5899,133617.4729,132804.3311,132580.5898,132882.7871,133359.7149,133953.2256,134425.4728,135034.2451,135654.1115,136843.0078,138025.0492,138820.7339,139005.8629,138882.895,138881.8657,139038.1152,139833.1978,140548.4703,141280.5018,141532.4928,141834.8832,141893.853,142109.5601,142444.8846,142937.046,143420.4701,143681.7485,144049.442,144373.363,144947.5983,145672.6414,146411.2418,146990.5977,147529.0382,147808.6656,148096.6962,148354.9557,148875.6892,149346.8902,150240.0899,151187.5804,152413.3765,153335.6392,154427.555,155319.612,156292.9875,157055.8711,158041.3626,159001.446,160123.9787,160904.6381,161414.3994,161399.933,161304.9363,161010.8189,161140.8436,161441.7184,162043.7926,162452.9464,162958.5044,163492.3901,164352.1364,165527.5974,166670.471,167539.2353,168008.7271,168500.7046,168957.3422,169600.1435,169942.8462,170264.7414,170728.1883,171680.4681,172775.2889,173603.0755,174000.3671,173915.4109,173641.4777,173495.5324,173569.1311,173531.0738,173465.3727,173765.4141,174500.9784,176466.3644,178327.2336,179746.997,179739.603,178942.3428,178077.1877,177687.7668,178182.6514,179551.4389,181606.6391,184489.1248,187853.186,191063.1598,194411.1884,197263.5693,199960.0849,202417.6046,205158.4712,207389.884,208618.0223,208607.0511,208754.4554,209401.7561,210952.4865,213083.5916,215642.5456,218556.6113,221801.8807,224850.1065,227479.5278,228733.5116,229093.596,228762.2561,228719.9786,228969.1911,229572.5395,230147.9452,231243.3603,232927.4689,235025.7164,236971.9506,238655.9153,239977.5309,241417.2371,243013.0071,244654.7732,246493.888,247807.2463,248290.488,247985.2652,248304.5637,249610.5522,250900.8657,251473.6006,251659.6214,252099.4168,252665.3057,253530.5721,254319.8073,255259.0123,255966.1431,256466.2214
4,8,35,897535,35,0400000US35,NM,New Mexico,0,G4000,A,3.14E+11,726463919,34.4346843,-106.1316181,41,36,state,,134573.8216,134189.5763,133261.2878,132467.2374,131735.3915,131610.9987,131282.2727,130922.624,130267.5591,129916.2046,129528.3704,129104.113,128876.3396,128904.8363,129198.1833,129033.8087,128651.2958,127821.7418,126959.1327,126065.6611,125200.3037,123878.3657,122401.277,121077.34,120728.5428,120741.5666,120931.6512,120548.3759,119835.4335,118914.2611,118227.7134,117681.2034,117300.9308,117000.4652,116737.6903,116432.4379,116069.5385,115880.6349,115866.3073,115893.443,115842.0486,115805.4634,115852.948,115896.3612,115956.2664,116042.4995,116271.3032,116534.2469,116579.9162,116515.5142,116399.0097,116380.5846,116461.3425,116693.9752,116775.0123,116836.532,116740.3847,116882.7148,117089.7813,117288.3995,117392.9962,117381.0636,117442.1576,117672.4356,118179.5399,118423.455,118548.2177,118329.1253,118214.7565,118112.7016,118279.3974,118623.178,118789.2216,118912.3433,119084.8852,119462.0282,119803.5635,119902.4291,120057.2934,120385.7981,120945.5784,121566.785,121808.7558,122078.35,122184.4651,122389.4447,122460.7448,122883.0277,123583.8368,124339.9313,124760.5188,124992.9995,125116.8047,125507.6694,126033.3796,126543.7892,126551.4378,126573.2869,126763.4418,127455.5365,128041.572,128490.0115,128895.8666,129324.3617,129791.9233,130183.7771,130675.688,131179.93,131566.8495,132043.2085,132662.7643,133349.7079,133907.8914,134344.7774,134875.5291,135525.4036,136351.458,137039.4324,137737.4548,138332.9714,139222.3206,140132.3453,141178.7044,142195.1359,143300.6013,144334.0851,145194.8992,145905.3527,146506.9165,147146.5177,147971.4823,149067.0393,150664.1035,152090.1869,153488.0811,154477.4914,155320.0866,156179.1138,157365.7346,159051.9028,161183.9861,163447.9274,165631.1464,167751.2328,169850.2448,172507.3466,175387.9541,178565.6993,181636.4055,184727.3155,187301.6613,189201.2193,190273.9561,191098.5654,192197.4426,193611.5691,196046.3127,199680.0303,204348.0676,208806.4176,212410.1654,215536.3778,217882.5774,219108.5609,219244.094,219277.321,219639.6126,220313.2123,220699.4691,221239.1328,222166.9264,224093.6289,226551.9877,228926.3107,230929.1393,232835.262,234643.477,236343.1206,237687.3365,238587.5057,239310.0045,239905.4379,241253.8495,242894.7543,244261.2125,244789.1753,244960.928,245341.8637,245934.1682,246663.6128,247356.858,248512.4239,249623.1852,250665.0401
4,9,6,1779778,6,0400000US06,CA,California,0,G4000,A,4.04E+11,20291770234,37.1551773,-119.5434183,9,0,state,,267358.2183,262904.9238,259161.7851,255480.5576,251817.4917,248225.8948,245354.2786,242909.5131,241188.8497,240176.442,240487.1801,241784.0891,242968.2918,243239.8455,243603.0413,244310.8584,245233.0732,244883.6348,243628.2194,241652.8191,239562.7067,237474.7065,235606.9072,234420.6563,233443.7183,232581.9252,231211.9998,229779.6783,227587.8319,225939.9057,224470.5304,222851.6604,220864.7874,218815.5323,217807.7299,217168.4011,216742.8046,216029.8528,215054.722,214143.586,213843.2884,214540.2478,215877.6388,218015.0262,220918.1784,224642.4167,228885.9535,233499.7061,237958.3349,241736.1507,244790.1876,248397.1484,253451.5758,259740.3516,266009.1665,272316.6067,278677.4898,285185.1024,290569.5989,294793.8542,297597.9776,299867.2121,301907.8638,304609.8572,307734.3808,310448.209,312339.4752,313930.2149,316325.6217,319426.3587,322894.1428,326260.4338,328811.8287,330623.4392,331793.3579,333290.5592,335233.968,337302.1409,338861.9902,339825.2542,340635.6268,341714.1203,342488.0109,343159.8021,345763.8946,350570.5083,356318.4209,360923.2716,364120.9171,366886.7147,367722.2749,367265.2535,365712.7824,365309.0705,366304.2297,368527.8681,372971.3203,379019.3794,385753.8798,391441.7409,395626.1056,399282.4187,401015.5968,402352.9647,403543.3012,406464.3528,409907.4081,413733.1033,418343.7122,423707.9658,429170.9351,433652.11,437458.5911,440437.6809,443440.18,446839.8119,450742.4581,454660.0394,457464.9512,459267.4042,459206.8491,457844.8708,455903.6913,454385.6246,453340.8769,452580.8508,452876.0486,454662.4517,457481.8868,460618.2478,463782.8664,467046.6096,469594.1045,471478.2455,473021.8452,474496.6603,474470.9713,472974.798,472141.3383,473795.9986,478542.7324,484716.782,492168.9035,499737.7012,505526.2621,510023.9564,513636.9145,519105.7519,526275.4631,534520.2884,542838.6282,549407.0872,554673.9411,559506.7399,565062.3086,571374.8775,578795.8041,587630.5109,598161.0842,608124.7907,616181.8565,620996.8216,622467.7841,620463.3835,616462.4831,612881.5225,610281.6199,607884.4446,602787.4757,596388.6754,591252.4198,590138.9996,592538.5942,596792.533,602417.7722,608700.0322,614831.4287,619895.3044,623841.3874,626171.5494,626408.6518,625344.2083,625341.8305,626898.3533,629018.9259,629514.5446,630378.4239,631611.3873,633571.2697,634670.7597,635765.2047,637023.0597,636929.9574,635477.2104
1,2,34,1779795,34,0400000US34,NJ,New Jersey,0,G4000,A,19049183398,3532816229,40.1072744,-74.6652012,40,10,state,,226851.9379,225321.7156,223709.2722,221837.6097,219825.6368,217722.1858,215684.5642,214020.0903,212677.818,211749.7441,211166.4907,210919.0122,210967.7797,211094.3093,211149.3073,211157.9344,210841.8689,210331.4812,209372.2311,208225.4346,206734.2899,205072.1223,203431.6625,201997.533,200847.2969,199769.6462,198660.5915,197225.1266,195433.9444,193550.807,191634.4463,190122.6477,188822.7749,187735.7806,186500.2496,185136.6526,183971.5286,183254.1348,183046.5844,183001.5994,183134.841,183196.0167,183290.5827,182877.4167,182503.4841,182053.8886,181984.544,182105.1793,182646.9022,183249.5013,183685.3243,184048.3915,184718.9099,185597.8464,186398.2207,187192.8469,188128.5333,189307.0352,190168.8268,190721.9837,191160.0613,191874.6762,193048.3345,194373.5102,195925.4974,196877.4921,197419.925,197372.9892,197326.0581,197115.5021,196995.5967,197063.644,197204.3171,197374.9591,197636.9743,198071.8844,198870.4724,199471.1408,200133.9307,200707.7752,201522.1487,202500.7235,203344.5543,204000.7305,204310.0829,204520.033,204777.2791,205327.7471,206065.7341,206778.3117,207182.8193,207457.5122,207662.0476,207940.7371,208355.8709,209065.2261,209716.7236,210411.0833,211061.6095,212026.5664,213142.9475,214380.2595,215566.0252,216580.9375,217427.4032,218367.3617,219309.483,220265.3889,221094.8175,221943.4131,223065.6032,224057.5652,225132.0853,225939.9961,227246.2718,228556.9037,229847.2728,230688.9483,231426.2068,232050.3339,232682.3322,233313.0579,234016.4924,234896.4915,235642.9028,236348.0949,236791.4689,237177.7199,237396.3464,237766.2378,238586.4841,239772.7446,241756.4822,243965.5695,246766.1323,249190.0855,251072.2601,251962.3527,252273.6347,252373.2193,253181.0965,254973.5218,257970.9244,261578.3828,264978.7569,268510.1819,272119.1133,276141.4567,280429.0024,284866.7515,289057.3064,292710.6599,295658.1754,298191.5363,300506.2471,302949.1948,305961.3344,309527.2402,313648.8944,318169.5625,322886.4,327421.7571,330471.8547,331639.0295,331584.2344,331764.1387,332308.5681,332857.7027,333157.195,333632.2193,334601.2873,336564.9225,339523.5733,343196.6576,346903.1788,350399.0625,353678.3303,356877.7283,359889.3557,362416.1342,364467.1034,366450.3986,369126.3546,372127.9637,374929.7855,377142.7765,379459.9921,382219.6776,384882.1911,387001.5218,388453.7748,389804.0987,391005.2441,392146.4597
2,3,55,1779806,55,0400000US55,WI,Wisconsin,0,G4000,A,1.40E+11,29343084365,44.6309071,-89.7093916,60,19,state,,115822.0432,114959.4695,114247.007,114033.5202,113672.8304,113219.3247,112655.5718,112168.7568,111648.1555,111173.4736,110664.494,110231.8808,109989.5021,109946.9412,110018.2119,110138.8068,110236.0053,110104.534,109709.6819,108930.1266,107881.5747,106826.1461,105798.8579,104912.1148,104056.853,103207.536,102414.6251,101582.7048,100771.3893,100031.6731,99325.46733,98758.28785,98282.43968,97806.11089,97420.86842,96935.25678,96602.10624,96320.50928,96232.38161,96290.78488,96565.12256,97015.3304,97420.33044,97585.17837,97598.15261,97537.86155,97366.309,97091.93536,96895.06111,96876.5311,97029.1411,97296.24536,97763.71512,98299.9786,98787.66336,99312.34115,99825.64142,100398.288,100615.8664,100784.1932,100850.4716,101097.8188,101464.0928,102031.1349,102836.0744,103526.9809,104167.9443,104468.6841,104580.5157,104448.5975,104407.3666,104552.6877,104749.1759,104995.4657,105352.1725,105858.4815,106377.1913,106788.4165,107154.4943,107557.0947,107905.5941,108320.9244,108640.3538,109164.1353,109800.7251,110522.7284,111027.3535,111530.6179,111947.8169,112507.3518,112818.2688,113299.6456,113940.1044,114839.2469,115798.6598,116710.6677,117559.8828,118232.6885,118890.607,119559.5318,120272.3008,120946.5387,121703.8882,122415.6297,123153.605,123858.709,124701.5549,125614.3749,126564.2169,127545.1905,128643.1863,129691.5928,130657.8082,131387.1228,132228.9691,133072.46,133985.4051,134656.6707,135359.1493,136132.8434,137228.84,138588.2891,140033.1151,141136.7933,141875.5569,142330.5568,142783.1939,143237.8657,143694.8773,144237.2181,144957.9249,145855.9568,146925.8808,147955.7894,149023.5765,150007.7864,150696.0718,150994.0126,151209.0674,151855.9769,153294.4904,155363.7147,157695.9037,159902.1942,161738.4352,163536.5099,165526.8133,167883.7044,170678.6483,173685.9757,176266.6592,177866.3334,178571.3225,178934.3906,179406.5505,180028.6611,181240.2214,183041.4718,185450.6367,188400.512,191428.7765,194342.9753,196049.169,196427.2935,196000.6521,195816.7793,196250.3451,196967.3986,197714.9549,198692.0071,200020.0177,201922.2718,204237.3397,206646.9628,208742.7084,210497.0868,211960.0536,213153.4506,214077.6442,214619.9745,215181.7566,216185.7117,217913.9708,220008.3044,221708.4386,222916.7941,223740.6529,224581.6739,225290.7241,226032.9139,226851.2105,228100.3831,229462.4886,230709.2471
4,9,41,1155107,41,0400000US41,OR,Oregon,0,G4000,A,2.49E+11,6168960338,43.9717125,-120.6229578,46,26,state,,181835.8929,180021.0596,178191.9168,176311.9945,174699.5289,173034.3778,171286.6184,169781.5043,168708.3288,167998.252,167372.9338,166885.6939,166329.844,165989.2308,165867.9756,165695.1135,165086.0199,164125.7963,163007.7761,161671.391,160046.7153,158381.8886,156868.0843,155427.8507,154043.7623,152525.803,150849.3846,149165.9324,147702.8903,146577.812,145716.5924,144972.5908,144385.2389,143625.5049,142818.962,141856.4045,141103.9284,140730.6967,140831.6363,141058.3551,141191.4093,141322.7739,141629.2987,142030.0506,142616.7267,143557.5665,144621.5526,145674.0481,146658.8872,147798.283,148998.6759,150320.1721,151847.7383,153551.6261,155123.9234,156697.9253,158200.3124,159797.8342,161168.8122,162602.3684,163899.5775,165210.717,166470.1059,167831.4579,169386.9464,170678.5404,171821.4935,172731.912,173700.8649,174639.0363,175725.395,177197.2987,178730.863,180478.558,181950.8552,183522.2824,184991.4893,186583.3377,188332.9916,190386.3557,192642.1722,195294.8307,197780.0451,200484.7486,202963.3149,205408.9274,207529.7239,209805.9489,212179.1109,214675.3016,216827.5044,218865.0244,220762.9614,222870.4826,225154.667,227508.3803,229581.6585,231542.4056,233482.8267,235557.8689,237416.122,239232.7005,240991.4749,242729.2205,244250.2473,245569.0431,246903.5927,248495.441,250458.1564,252638.0226,255021.5565,257020.0249,258677.0246,259628.6141,260660.9314,261689.555,262627.2737,263163.2018,263490.4849,264215.9284,265445.1523,267075.8647,268726.3571,270033.0916,270920.2026,271658.1066,272200.4823,272755.7402,273090.0626,273781.4523,275001.3239,276770.9263,279458.9977,282085.2996,284693.2635,286423.9423,287171.7345,287099.0131,287017.0523,288149.701,290916.3912,294840.4548,299670.1488,304799.3701,309704.931,314825.701,320181.6772,326026.3793,331979.372,337693.9419,342833.2603,346607.5448,349297.2681,351575.6487,354117.162,356928.431,360576.1452,365243.7113,371002.9126,376917.6364,382100.0775,385712.9382,386195.6107,383923.9874,380030.8293,376911.4233,374553.9884,372357.4072,369720.6561,367388.2413,366344.0128,366983.2992,368598.7228,370537.6168,371920.0385,372848.4504,372962.1864,372663.2566,372255.9816,371865.1309,371627.311,371481.7132,371871.089,372376.0628,372800.7309,372607.0135,372451.1084,372261.2321,372428.7143,372681.5996,373142.4954,373951.141,374558.3482,374718.0734
2,4,31,1779792,31,0400000US31,NE,Nebraska,0,G4000,A,1.99E+11,1379309601,41.5433053,-99.8118646,38,37,state,,84152.77906,83949.66277,83894.6247,83895.68076,83942.2997,83983.01935,84008.04176,83992.09987,84051.95917,84213.96485,84425.14372,84659.12399,84880.8875,85091.10986,85212.01156,85456.96289,85597.32783,85600.98543,85233.49839,84752.15318,84221.76296,83712.818,83216.52516,82806.99845,82508.74596,82311.136,82115.76223,81824.75256,81559.57464,81354.81707,81278.67785,81265.14253,81237.34113,81259.9574,81243.68637,81181.89498,80994.68969,80868.42333,80890.50611,81059.01078,81361.13415,81744.39391,82144.28103,82474.97173,82821.54231,83106.84032,83189.13114,83020.35366,82812.82952,82794.68288,82998.72511,83420.87121,83872.60558,84330.53581,84682.74173,85182.33172,85635.17952,86099.62583,86236.68483,86385.12537,86434.35173,86549.32303,86627.39475,86904.04001,87408.00005,87997.03438,88600.90152,89051.47504,89256.9453,89320.82679,89381.78672,89653.48017,89861.03922,90142.63758,90507.13461,91106.93785,91788.3053,92391.04202,92902.0004,93416.0037,93896.24796,94434.8463,94791.75218,95330.74668,95904.7995,96580.42442,96927.62835,97155.37961,97298.40807,97589.79121,97780.47303,97933.50614,98125.36308,98545.13671,99214.78884,99938.38951,100558.5246,100977.5797,101353.1136,101820.401,102397.2567,103036.1011,103755.1205,104404.3716,105076.9028,105716.2223,106426.4134,107077.8757,107764.9079,108515.2016,109365.6514,110102.6919,110736.4342,111312.2453,112008.7108,112700.3477,113388.0125,113837.066,114337.6808,114739.9949,115371.6203,116122.2576,117052.2388,117841.379,118468.7172,118990.7688,119468.0692,119993.9204,120489.9111,121101.958,121820.5943,122593.7691,123400.3484,124144.5728,124843.6199,125458.5482,125855.8735,126205.1157,126760.16,127847.547,129545.0534,131383.0276,133198.7475,134753.1163,136234.2004,137935.0201,139907.7448,142124.993,144356.6746,146607.7381,148268.5148,148991.8667,148752.8681,148497.362,148589.2828,149084.2056,150326.2142,152428.3805,155228.7029,157985.2541,160246.8137,162195.3168,163470.4874,164004.9552,163855.9498,163851.8392,164175.9205,164726.1154,164879.6186,165235.4414,165991.8134,167460.9871,169181.8179,170914.6452,172304.9812,173301.7344,173729.5269,173941.9663,174112.7108,174364.9973,174726.9304,175352.3322,176415.5747,177611.7799,178545.8771,179028.0281,179202.8042,179206.0855,179238.2864,179594.7459,180274.2503,181386.1618,182315.0092,183043.7505
1,2,42,1779798,42,0400000US42,PA,Pennsylvania,0,G4000,A,1.16E+11,3397855215,40.9046042,-77.8275233,47,4,state,,108912.6839,108672.7133,108549.3693,108497.7945,108383.9704,108265.481,108160.3809,107964.6807,107766.5052,107656.4395,107754.0983,107974.9159,108268.149,108584.5449,108989.7073,109416.6261,109708.1191,109793.8419,109646.8152,109336.3131,108870.8357,108280.4906,107631.2729,106992.2067,106452.2469,106012.6845,105687.0808,105351.5714,104955.4274,104429.0144,103907.0321,103493.4556,103234.1088,103004.8926,102765.9778,102516.4162,102318.7864,102305.3204,102556.9191,102884.8262,103196.9927,103294.7238,103365.8399,103267.5338,103184.1027,102931.7952,102660.7148,102340.6912,102090.5466,101912.6855,102012.3647,102376.8911,102974.4072,103435.2728,103536.1957,103466.7851,103340.7778,103527.5931,103706.0552,103932.1793,103925.4956,103878.3088,103816.355,104086.0532,104558.564,105073.5585,105517.3248,105779.3629,105884.2028,105686.7767,105559.0675,105586.4814,105619.8474,105606.732,105696.5575,106116.5251,106625.9218,107052.9702,107477.824,107986.997,108500.4056,108954.5417,109147.121,109364.7007,109596.7205,109923.1662,109950.5619,109964.7858,110094.4729,110514.9662,110865.0594,111255.415,111684.9741,112175.6796,112638.7584,113101.7227,113474.1319,113734.2636,113891.6302,114176.2161,114532.4012,114939.9958,115389.165,115910.7024,116472,117091.5438,117782.8687,118532.659,119209.4421,119794.0728,120507.2212,121170.2162,121717.243,122049.9516,122481.7779,123041.3977,123564.5515,123934.5061,124251.3856,124609.0548,125089.3417,125821.6164,126594.9002,127163.3365,127489.0506,127877.3566,128371.0216,128860.1488,129257.0837,129855.7723,130665.2004,131578.109,132803.8032,134104.1091,135418.5678,136544.1474,137205.2813,137422.1089,137437.0186,137943.8019,139365.6732,141315.5724,143719.7601,145997.7995,148023.396,150028.7774,152241.7077,154538.9209,156833.7621,159224.8656,161016.0288,161874.0352,161528.1922,161278.6385,161338.4392,161907.7863,163375.4978,165696.3509,168598.6134,171240.5758,173282.9259,175029.7458,175860.5215,175953.3187,175496.5399,175535.388,175972.7287,176417.8765,176423.6942,176291.8661,176521.9926,177349.0664,178780.3636,180569.4335,182388.2018,184100.6843,185477.9408,186631.0414,187584.1177,188313.2135,188796.3546,189339.018,190303.6508,191663.3612,193013.9863,193956.0887,194405.2025,194513.9816,194554.5525,194847.6576,195348.5262,196171.9661,196836.7469,197382.8571
4,9,53,1779804,53,0400000US53,WA,Washington,0,G4000,A,1.72E+11,12548923076,47.4073238,-120.5757999,59,12,state,,221968.3379,219931.8214,217791.7822,214990.957,212288.8591,209833.4591,207974.3315,206378.2915,205062.7049,204138.0966,203634.4628,203359.12,202392.4928,201245.2938,199930.8615,199598.2001,199530.187,199100.692,197737.6802,195671.4798,193610.5176,191435.6548,189377.7261,187348.9105,185562.1973,184035.0688,182290.8138,180382.0349,177786.5535,175401.8973,173158.376,171428.713,169814.591,168347.9988,166977.9026,165768.0431,164834.86,163956.3913,163044.6053,161969.9643,160889.2004,160118.7161,159783.3244,159747.6824,160116.965,160773.7788,161836.5329,163053.4525,164440.2203,165766.1726,166920.8276,168051.1014,169464.2535,171037.9467,172519.6414,173810.9252,175193.1224,176754.0533,178224.7802,179699.0255,181042.8596,182321.4421,183447.2485,184548.8329,185957.8414,187110.6183,188120.0994,188780.5505,189517.4377,190209.8317,191205.1113,192623.8622,194336.3236,196197.2892,197867.237,199505.4179,201146.3202,202788.7435,204583.5066,206545.7632,208811.5641,211341.7177,213867.3627,216582.7909,219467.1021,222330.507,224794.8178,227031.6366,229224.1907,231623.3683,233661.135,235594.7376,237479.8171,239654.1427,242153.6782,244848.1576,247669.8143,250707.147,253903.2651,257088.4006,259906.4313,262655.9573,265508.9896,268318.7039,270843.4945,272967.5148,275038.5584,277354.8413,280095.0433,283249.1575,286932.2374,290499.8266,293991.1749,296642.6852,299382.343,301551.9387,303043.7953,303655.1704,303998.1927,304636.9293,305600.2606,306971.7212,308909.5628,310840.8914,312595.8408,313943.6499,315033.6625,316075.733,317014.2141,318418.9997,320384.5394,322863.3877,325720.836,328774.2281,332282.254,335765.3747,338049.2568,339138.5017,339934.9645,342015.8603,345894.0687,350694.7544,356128.2312,361297.6226,366175.6903,371661.1378,377818.925,385068.5316,392406.9954,399703.1601,405975.3761,410034.1137,412277.1178,413814.8396,416174.4417,419624.5763,425592.5447,433786.3287,444145.8577,454232.3029,462265.912,466549.2245,465984.3002,461742.4023,455899.0389,451466.8756,448448.4378,445978.7036,442695.1334,439615.6893,437543.5973,437301.8002,438209.4474,439996.6937,441776.0604,443612.2817,444848.2282,445724.6815,446439.7596,446854.8562,447311.2863,447829.9294,449479.6006,451419.436,453176.0348,453541.3407,453580.4767,453696.889,454694.6921,456036.3214,457348.0949,458756.6298,459796.197,460200.3107
